expocode,platform_name,platform_type,organization,investigators,country
09AR19990716,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20011031,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20060102,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20110104,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20110222,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20120105,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20120215,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20120416,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20120914,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20121116,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20121217,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20130113,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20130228,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20131015,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20140129,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20140309,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20141022,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20141205,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20150128,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20151022,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20151028,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20151201,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20151209,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20160111,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20161021,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20161026,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20161208,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20170125,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20170314,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20171029,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20171213,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20180115,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20180308,Aurora Australis,Ship,CSIRO,"Tilbrook, B.",Australia
09AR20181025,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B.",Australia
09AR20181206,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B.",Australia
09AR20190305,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B.",Australia
09AR20191025,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B.",Australia
09AR20191201,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B.",Australia
09AR20191222,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B.",Australia
09AR20200121,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B. : Akl, J. : Neill, C.",Australia
09AR20200310,Aurora Australis,Ship,IMOS/CSIRO,"Tilbrook, B. : Akl, J. : Neill, C.",Australia
09DB20180327,Saildrone SD1007,Drifting Buoy,CSIRO,"Tilbrook, B. : Passmore, A. : vanOoijen, E. : Ross, A.",Australia
09DB20180328,Saildrone SD1008,Drifting Buoy,CSIRO,"Tilbrook, B. : Passmore, A. : vanOoijen, E. : Ross, A.",Australia
09DB20190814,Saildrone SD1008,Drifting Buoy,CSIRO,"Tilbrook, B. : Passmore, A. : vanOoijen, E. : Ross, A.",Australia
09F920180926,Maria Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09F920190419,Maria Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09F920191002,Maria Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09F920191214,Maria Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09F920200522,Maria Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09F920201118,Maria Island,Ship,CSIRO,"Tilbrook, B.",Australia
09F920210523,Maria Island,Ship,CSIRO,"Tilbrook, B.",Australia
09F920211101,Maria Island,Ship,CSIRO,"Tilbrook, B.",Australia
09F920220524,Maria Island,Ship,CSIRO,"Tilbrook, B.",Australia
09F920221201,Maria Island,Ship,CSIRO,"Tilbrook, B. : van Ooijen E.",Australia
09F920230518,Maria Island,Mooring,IMOS/CSIRO,"Tilbrook, B.",Australia
09F920231105,Maria Island,Mooring,IMOS/CSIRO,"Tilbrook, B.",Australia
09FA19920618,Franklin,Ship,CSIRO,"Tilbrook, B.",Australia
09FA19920625,Franklin,Ship,CSIRO,"Tilbrook, B.",Australia
09FA20000927,Franklin,Ship,CSIRO,"Tilbrook, B.",Australia
09FS20091009,Heron Island,Mooring,CSIRO : NOAA PMEL,"Tilbrook, B. : van Ooijen, E. : Neill, C. : Sutton, A. : Sabine, C.",Australia
09FS20100421,Heron Island,Mooring,CSIRO : NOAA PMEL,"Tilbrook, B. : Neill, C. : van Ooijen, E. : Sutton, A. : Sabine, C.",Australia
09FS20100908,Heron Island,Mooring,CSIRO : NOAA PMEL,"Tilbrook, B. : van Ooijen, E. : Neill, C. : Sutton, A. : Sabine, C.",Australia
09FS20110311,Heron Island,Mooring,CSIRO : NOAA PMEL,"Tilbrook, B. : van Ooijen, E. : Neill, C. : Sutton, A. : Sabine, C.",Australia
09FS20110420,Maria Island,Mooring,CSIRO,"Tilbrook, B. : van Ooijen, E. : Neill, C.",Australia
09FS20110826,Heron Island,Mooring,CSIRO : NOAA PMEL,"Tilbrook, B. : van Ooijen, E. : Neill, C. : Sutton, A. : Sabine, C.",Australia
09FS20111018,Maria Island,Mooring,CSIRO,"Tilbrook, B. : van Ooijen, E. : Neill, C.",Australia
09FS20120208,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B. : van Ooijen, E. : Neill, C.",Australia
09FS20120417,Maria Island,Mooring,CSIRO,"Tilbrook, B. : van Ooijen, E. : Neill, C.",Australia
09FS20160805,Maria Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20160817,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20160912,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20161129,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20170207,Maria Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20170306,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20170520,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20170907,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20170912,Maria Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20171206,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20180215,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20180419,Maria Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20180524,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20181119,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09FS20190506,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09FS20191118,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09FS20201114,Mooring,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20210601,Mooring,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20211117,Mooring,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20220509,Kangaroo Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09FS20230219,Kangaroo Island,Mooring,IMOS/CSIRO,"Tilbrook, B.",Australia
09FS20231018,Kangaroo Island,Mooring,IMOS/CSIRO,"Tilbrook, B.",Australia
09R920180907,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09R920190314,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09R920190904,Heron Island,Mooring,CSIRO,"Tilbrook, B.",Australia
09R920200306,Heron Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09R920201031,Heron Island,Ship,CSIRO,"Tilbrook, B. : vanOoijen, E. : Passmore, A.",Australia
09R920210327,Heron Island,Ship,CSIRO,"Tilbrook, B.",Australia
09R920210921,Heron Island,Ship,CSIRO,"Tilbrook, B.",Australia
09R920220516,Heron Island,Ship,CSIRO,"Tilbrook, B.",Australia
09R920221102,Heron Island,Ship,CSIRO,"Tilbrook, B.",Australia
09R920230501,Heron Island,Mooring,IMOS/CSIRO,"Tilbrook, B.",Australia
09R920231011,Heron Island,Mooring,IMOS/CSIRO,"Tilbrook, B.",Australia
09SS19951116,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS19990205,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080111,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080204,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080228,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080321,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080405,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080410,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080416,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080430,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080608,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080724,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20080812,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20081010,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090128,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090203,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090422,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090604,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090703,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090729,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20090922,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20091010,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20091016,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100128,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100315,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100329,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100414,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100508,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100706,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100729,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100810,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100906,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20100922,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20101015,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110405,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110416,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110505,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110513,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110606,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110801,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110812,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20110825,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20111110,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20111122,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20120411,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20120420,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20120502,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20120512,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20120607,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
09SS20120711,Southern Surveyor,Ship,CSIRO,"Tilbrook, B.",Australia
119920180214,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T. : Theetart, H. : Cattrijsse, A.",Belgium
119920220401,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920220701,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920221001,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920230501,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920230701,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920230901,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920240601,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920240902,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
119920241202,Thornton Buoy,Mooring,Flanders Marine Inst,"Gkritzalis, T : Theetaert, H : T Jampens, M",Belgium
11BE19930419,Belgica,Ship,OMEX,"Frankignoulle, M.",Belgium
11BE19930921,Belgica,Ship,OMEX,"Frankignoulle, M.",Belgium
11BE19931003,Belgica,Ship,OMEX,"Frankignoulle, M.",Belgium
11BE19940411,Belgica,Ship,OMEX,"Frankignoulle, M.",Belgium
11BE19940413,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19950303,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19950912,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19970513,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19970527,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19970609,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19970618,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19970621,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19970702,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19980614,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19980625,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19980627,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19980710,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19990830,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19990904,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19990914,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE19990918,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20010502,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20010514,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20010522,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20020422,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20020511,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20020528,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20021104,Belgica,Ship,OMEX,"Frankignoulle, M.",Belgium
11BE20030331,Belgica,Ship,OMEX,"Frankignoulle, M.",Belgium
11BE20030901,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20031027,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20031208,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20040223,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20040329,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20040524,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20040601,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20041004,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20060425,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20060529,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BE20070507,Belgica,Ship,Univ Liege,"Borges, A.",Belgium
11BG20230606,RV Belgica,Ship,Flanders Marine Inst,"Theetaert, H.",Belgium
11BU20231005,RV Belgica,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11BU20231120,RV Belgica,Ship,Flanders Marine Inst,"Leseurre, C.",Belgium
11SS20130918,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20130919,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20130923,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20130926,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20131014,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20131015,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20131030,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20131105,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20131108,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20131125,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140122,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140225,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140226,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140303,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140305,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140306,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140320,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140321,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140324,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140325,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140327,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140331,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140401,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140402,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140820,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140821,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140822,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140825,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140826,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140827,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140828,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140829,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140901,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140903,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140904,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140905,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140908,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140909,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140911,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140915,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140916,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140917,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140918,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140919,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140922,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140923,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140923-2,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140924,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20140926,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141001,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141017,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141020,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141022,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141024,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141027,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141028,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141029,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141030,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141031,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141104,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141105,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141107,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141112,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141113,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141114,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141117,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141118,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141119,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141121,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141124,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141125,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141126,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141127,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141128,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141202,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20141204,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150601,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150604,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150608,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150623,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150624,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150625,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150630,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150702,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150706,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150710,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150713,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150714,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150715,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150716,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150722,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150723,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150724,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150731,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150803,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150804,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150807,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150810,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150812,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150817,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
11SS20150818,Simon Stevin,Ship,Flanders Marine Inst,"Gkritzalis, T.",Belgium
